sample_id,split,total_calories,total_protein,total_carb,total_fat,image_path
2691,train,45.68,1.92,5.6,2.32,data/processed/food-nutrients/images/002691.jpg
2692,val,256.22879,36.216827,8.118172,8.484778,data/processed/food-nutrients/images/002692.jpg
2693,val,527.548767,47.436829,41.778172,18.378778,data/processed/food-nutrients/images/002693.jpg
2694,train,30.809999,1.343,6.162,0.711,data/processed/food-nutrients/images/002694.jpg
2695,train,108.80024,4.621049,15.722977,4.671976,data/processed/food-nutrients/images/002695.jpg
2696,train,266.720245,6.973049,35.882977,12.287975,data/processed/food-nutrients/images/002696.jpg
2697,train,473.953308,40.729763,38.361485,18.355673,data/processed/food-nutrients/images/002697.jpg
2698,train,50.599998,0.352,2.772,4.708,data/processed/food-nutrients/images/002698.jpg
2699,train,77.659996,0.946,9.372,4.84,data/processed/food-nutrients/images/002699.jpg
2700,train,109.659996,2.546,16.572001,5.0,data/processed/food-nutrients/images/002700.jpg
2701,train,121.720001,3.149,19.185001,5.134,data/processed/food-nutrients/images/002701.jpg
2702,test,430.269989,61.118999,19.185001,11.865999,data/processed/food-nutrients/images/002702.jpg
2703,train,452.669983,61.735004,24.225,11.922,data/processed/food-nutrients/images/002703.jpg
2704,train,543.117004,69.798996,25.107,17.928001,data/processed/food-nutrients/images/002704.jpg
2705,train,573.546021,72.006996,28.073997,19.376999,data/processed/food-nutrients/images/002705.jpg
2706,test,36.209755,1.521951,4.439024,1.839024,data/processed/food-nutrients/images/002706.jpg
2707,train,102.105309,2.597133,6.780674,8.046616,data/processed/food-nutrients/images/002707.jpg
2708,train,174.015305,3.668133,15.960674,11.514614,data/processed/food-nutrients/images/002708.jpg
2709,val,196.879501,4.369489,18.610243,12.527685,data/processed/food-nutrients/images/002709.jpg
2710,train,451.546997,29.088448,22.201359,27.147779,data/processed/food-nutrients/images/002710.jpg
2711,train,2.52,0.198,0.477,0.036,data/processed/food-nutrients/images/002711.jpg
2712,train,26.32,1.83,5.237,0.308,data/processed/food-nutrients/images/002712.jpg
2713,test,121.074005,10.278,6.161,6.6,data/processed/food-nutrients/images/002713.jpg
2714,train,281.123993,40.348,6.161,10.092001,data/processed/food-nutrients/images/002714.jpg
2715,test,406.473999,41.220005,13.028001,21.754999,data/processed/food-nutrients/images/002715.jpg
2716,train,485.674011,46.559998,27.248001,22.055,data/processed/food-nutrients/images/002716.jpg
2717,test,768.554016,46.560001,27.247999,54.055,data/processed/food-nutrients/images/002717.jpg
2718,val,124.973,5.264,15.745001,4.418,data/processed/food-nutrients/images/002718.jpg
2719,train,194.42775,12.005533,16.724396,8.405299,data/processed/food-nutrients/images/002719.jpg
2720,test,293.899658,28.208755,17.91408,11.317793,data/processed/food-nutrients/images/002720.jpg
2721,train,326.32962,28.691757,22.054083,12.881792,data/processed/food-nutrients/images/002721.jpg
2722,train,354.982239,29.570669,25.374428,14.151336,data/processed/food-nutrients/images/002722.jpg
2723,train,388.406616,30.975548,29.471991,15.848898,data/processed/food-nutrients/images/002723.jpg
2724,train,436.406616,31.455549,41.951988,15.944897,data/processed/food-nutrients/images/002724.jpg
2725,train,493.299072,32.248196,44.040031,21.302763,data/processed/food-nutrients/images/002725.jpg
2726,train,21.0,0.42,5.32,0.14,data/processed/food-nutrients/images/002726.jpg
2727,train,39.239998,0.644,9.799999,0.236,data/processed/food-nutrients/images/002727.jpg
2728,train,128.928864,2.852,20.419321,5.043742,data/processed/food-nutrients/images/002728.jpg
2729,train,202.928879,7.852,21.219322,10.543742,data/processed/food-nutrients/images/002729.jpg
2730,train,61.576214,0.83088,2.255222,5.820787,data/processed/food-nutrients/images/002730.jpg
2731,train,88.315727,1.954783,5.533271,7.178836,data/processed/food-nutrients/images/002731.jpg
2732,train,148.115723,13.454783,6.33827,7.408836,data/processed/food-nutrients/images/002732.jpg
2733,train,197.705719,14.063784,18.51827,7.669836,data/processed/food-nutrients/images/002733.jpg
2734,train,74.651711,0.760976,13.697562,1.902439,data/processed/food-nutrients/images/002734.jpg
2735,train,240.011719,32.560978,15.923562,2.538439,data/processed/food-nutrients/images/002735.jpg
2736,train,258.311707,32.926975,20.559563,2.660439,data/processed/food-nutrients/images/002736.jpg
2737,train,294.22171,33.367977,29.379562,2.849439,data/processed/food-nutrients/images/002737.jpg
2738,train,314.811707,34.432976,34.065559,2.991439,data/processed/food-nutrients/images/002738.jpg
2739,train,13.320001,0.666,2.886,0.148,data/processed/food-nutrients/images/002739.jpg
2740,train,35.720001,1.282,7.926,0.204,data/processed/food-nutrients/images/002740.jpg
2741,train,341.419983,62.691998,16.746,1.63,data/processed/food-nutrients/images/002741.jpg
2742,train,362.740021,63.159996,21.946001,1.734,data/processed/food-nutrients/images/002742.jpg
2743,val,365.630005,63.227997,22.898001,1.734,data/processed/food-nutrients/images/002743.jpg
2744,train,36.445538,0.755749,1.861971,3.106966,data/processed/food-nutrients/images/002744.jpg
2745,train,126.965538,10.67575,4.217971,9.058967,data/processed/food-nutrients/images/002745.jpg
2746,train,349.866394,38.688904,7.274593,19.25312,data/processed/food-nutrients/images/002746.jpg
2747,train,4.6,0.58,0.72,0.08,data/processed/food-nutrients/images/002747.jpg
2748,train,342.850006,64.129997,0.72,7.46,data/processed/food-nutrients/images/002748.jpg
2749,train,361.050018,65.377998,4.36,7.668,data/processed/food-nutrients/images/002749.jpg
2750,train,380.320007,65.801003,9.06,7.762,data/processed/food-nutrients/images/002750.jpg
2751,train,504.400024,74.731003,9.06,17.632,data/processed/food-nutrients/images/002751.jpg
2752,train,902.200012,74.731003,9.06,62.632004,data/processed/food-nutrients/images/002752.jpg
2753,train,16.51,1.905,2.794,0.254,data/processed/food-nutrients/images/002753.jpg
2754,train,121.479324,5.656456,19.854195,3.380213,data/processed/food-nutrients/images/002754.jpg
2755,train,205.092285,14.384672,21.70455,7.622345,data/processed/food-nutrients/images/002755.jpg
2756,train,240.057129,18.778894,22.184019,9.221428,data/processed/food-nutrients/images/002756.jpg
2757,val,116.842033,2.101721,4.392354,10.860431,data/processed/food-nutrients/images/002757.jpg
2758,val,348.484161,31.213434,7.568845,21.454355,data/processed/food-nutrients/images/002758.jpg
2759,train,44.44017,0.863946,1.449468,4.222879,data/processed/food-nutrients/images/002759.jpg
2760,train,72.94017,1.148946,8.859468,4.27988,data/processed/food-nutrients/images/002760.jpg
2761,train,324.978424,32.823948,12.315649,15.806602,data/processed/food-nutrients/images/002761.jpg
2762,train,113.880005,12.48,2.964,7.488,data/processed/food-nutrients/images/002762.jpg
2763,train,139.720078,12.944803,3.935386,9.889826,data/processed/food-nutrients/images/002763.jpg
2764,train,202.676971,14.168726,5.9888,15.872236,data/processed/food-nutrients/images/002764.jpg
2765,train,212.159988,40.799999,2.856,0.816,data/processed/food-nutrients/images/002765.jpg
2766,train,228.659988,41.130001,7.036,0.926,data/processed/food-nutrients/images/002766.jpg
2767,train,469.609009,47.687,34.176998,12.795,data/processed/food-nutrients/images/002767.jpg
2768,train,497.739014,49.141998,40.578999,12.989,data/processed/food-nutrients/images/002768.jpg
2769,test,132.839996,1.377,17.549999,6.75,data/processed/food-nutrients/images/002769.jpg
2770,train,257.812988,6.641,33.294998,11.167999,data/processed/food-nutrients/images/002770.jpg
2771,train,537.113037,18.191,67.945007,21.353001,data/processed/food-nutrients/images/002771.jpg
2772,train,51.80175,1.73745,6.75675,2.571525,data/processed/food-nutrients/images/002772.jpg
2773,train,96.681755,5.10345,15.13875,3.165525,data/processed/food-nutrients/images/002773.jpg
2774,train,214.544357,16.543627,16.800755,9.93185,data/processed/food-nutrients/images/002774.jpg
2775,test,352.529205,20.687317,36.577454,14.546413,data/processed/food-nutrients/images/002775.jpg
2776,train,19.380001,1.4535,3.6195,0.2565,data/processed/food-nutrients/images/002776.jpg
2777,train,294.47345,25.74716,8.322058,18.184381,data/processed/food-nutrients/images/002777.jpg
2778,test,368.540344,27.187071,10.737839,25.222511,data/processed/food-nutrients/images/002778.jpg
2779,train,324.913513,28.6933,5.554203,21.174665,data/processed/food-nutrients/images/002779.jpg
2780,val,356.831787,29.763849,9.717452,22.75914,data/processed/food-nutrients/images/002780.jpg
2781,test,770.448853,37.93084,16.571018,63.736893,data/processed/food-nutrients/images/002781.jpg
2782,train,209.030762,24.271492,6.154403,8.73466,data/processed/food-nutrients/images/002782.jpg
2783,train,240.425751,25.324493,10.249402,10.293161,data/processed/food-nutrients/images/002783.jpg
2784,train,291.914032,26.551004,12.845702,14.644992,data/processed/food-nutrients/images/002784.jpg
2785,train,780.202026,73.94603,19.73115,42.676907,data/processed/food-nutrients/images/002785.jpg
2786,train,155.993118,18.113056,4.592838,6.518404,data/processed/food-nutrients/images/002786.jpg
2787,train,370.671448,38.950523,7.620061,18.842781,data/processed/food-nutrients/images/002787.jpg
2788,train,384.799225,39.424374,9.462811,19.544107,data/processed/food-nutrients/images/002788.jpg
2789,train,450.224976,40.696297,11.596747,25.761126,data/processed/food-nutrients/images/002789.jpg
2790,train,46.0,0.32,2.52,4.28,data/processed/food-nutrients/images/002790.jpg
2791,train,57.16,0.878,4.938,4.404,data/processed/food-nutrients/images/002791.jpg
2792,train,181.954498,15.368443,8.612269,9.618723,data/processed/food-nutrients/images/002792.jpg
2793,train,212.704514,16.043444,16.11227,9.768724,data/processed/food-nutrients/images/002793.jpg
2794,train,576.704529,97.243431,16.11227,11.448723,data/processed/food-nutrients/images/002794.jpg
2795,train,603.390259,98.138496,19.593021,12.773447,data/processed/food-nutrients/images/002795.jpg
2796,train,612.990295,98.402481,21.753021,12.797448,data/processed/food-nutrients/images/002796.jpg
2797,train,289.639984,55.700001,3.899,1.114,data/processed/food-nutrients/images/002797.jpg
2798,test,432.243896,57.15366,30.064856,4.748146,data/processed/food-nutrients/images/002798.jpg
2799,train,468.493896,59.02866,38.314857,4.998146,data/processed/food-nutrients/images/002799.jpg
2800,val,195.199997,17.08,3.66,12.2,data/processed/food-nutrients/images/002800.jpg
2801,train,545.960022,40.779999,7.452,38.27,data/processed/food-nutrients/images/002801.jpg
2802,train,613.592834,41.692604,9.929046,44.663322,data/processed/food-nutrients/images/002802.jpg
2803,val,657.545837,43.166805,15.662046,46.845226,data/processed/food-nutrients/images/002803.jpg
2804,train,459.849976,31.450001,1.19,35.700001,data/processed/food-nutrients/images/002804.jpg
2805,train,688.649963,51.470001,5.48,50.0,data/processed/food-nutrients/images/002805.jpg
2806,train,23.104424,0.417585,4.636088,0.556065,data/processed/food-nutrients/images/002806.jpg
2807,train,99.754425,8.817584,6.631088,5.596065,data/processed/food-nutrients/images/002807.jpg
2808,train,147.410431,15.093219,8.199256,11.091943,data/processed/food-nutrients/images/002808.jpg
2809,train,260.979767,17.301081,11.903452,21.883743,data/processed/food-nutrients/images/002809.jpg
2810,train,38.34351,0.693013,7.693933,0.922832,data/processed/food-nutrients/images/002810.jpg
2811,test,93.343513,4.653013,18.693933,1.582832,data/processed/food-nutrients/images/002811.jpg
2812,train,210.357925,14.688022,20.663086,9.083899,data/processed/food-nutrients/images/002812.jpg
2813,train,319.892303,17.977343,36.362114,12.747005,data/processed/food-nutrients/images/002813.jpg
2814,train,211.343994,27.831074,6.954482,24.373022,data/processed/food-nutrients/images/002814.jpg
2815,train,387.929382,42.974815,9.92611,35.692814,data/processed/food-nutrients/images/002815.jpg
2816,train,14.72,1.856,2.304,0.256,data/processed/food-nutrients/images/002816.jpg
2817,test,260.569977,48.045998,2.304,5.62,data/processed/food-nutrients/images/002817.jpg
2818,val,268.069977,48.795998,3.804,5.62,data/processed/food-nutrients/images/002818.jpg
2819,train,393.419983,49.667999,10.671,17.283001,data/processed/food-nutrients/images/002819.jpg
2820,train,518.322998,60.804001,11.889,25.577,data/processed/food-nutrients/images/002820.jpg
2821,train,560.658997,63.875999,16.017,27.593,data/processed/food-nutrients/images/002821.jpg
2822,train,119.654999,5.04,15.075001,4.23,data/processed/food-nutrients/images/002822.jpg
2823,train,211.138992,12.885552,16.614517,10.094469,data/processed/food-nutrients/images/002823.jpg
2824,train,121.098083,0.630691,2.431224,12.485043,data/processed/food-nutrients/images/002824.jpg
2825,train,223.888092,7.660691,2.697224,20.465044,data/processed/food-nutrients/images/002825.jpg
2826,train,490.288025,25.660692,5.577225,40.265041,data/processed/food-nutrients/images/002826.jpg
2827,test,646.768066,26.908691,20.937225,50.825043,data/processed/food-nutrients/images/002827.jpg
2828,val,665.237,27.457708,24.176441,51.48386,data/processed/food-nutrients/images/002828.jpg
2829,train,116.762924,1.190244,21.424391,2.97561,data/processed/food-nutrients/images/002829.jpg
2830,train,409.522888,57.490242,25.365391,4.10161,data/processed/food-nutrients/images/002830.jpg
2831,train,448.382874,59.50024,34.209389,4.36961,data/processed/food-nutrients/images/002831.jpg
2832,train,123.760002,4.368,21.84,2.548,data/processed/food-nutrients/images/002832.jpg
2833,train,154.720001,5.376,28.464001,2.908,data/processed/food-nutrients/images/002833.jpg
2834,val,237.399994,7.248,47.183998,4.0,data/processed/food-nutrients/images/002834.jpg
2835,val,275.399994,7.258,56.984001,4.0,data/processed/food-nutrients/images/002835.jpg
2836,test,275.549988,51.77,0.0,6.012,data/processed/food-nutrients/images/002836.jpg
2837,val,282.029999,52.094002,1.404,6.084,data/processed/food-nutrients/images/002837.jpg
2838,train,901.810059,77.723999,78.293999,28.684999,data/processed/food-nutrients/images/002838.jpg
2839,train,927.809998,77.984001,85.054001,28.737,data/processed/food-nutrients/images/002839.jpg
2840,train,941.609985,78.080002,85.809998,30.021,data/processed/food-nutrients/images/002840.jpg
2841,train,236.650986,9.968,29.815001,8.366,data/processed/food-nutrients/images/002841.jpg
2842,train,396.607422,25.493954,32.07058,17.54887,data/processed/food-nutrients/images/002842.jpg
2843,train,605.81781,52.083549,39.994911,24.900572,data/processed/food-nutrients/images/002843.jpg
2844,train,747.747803,56.313553,66.904915,26.880571,data/processed/food-nutrients/images/002844.jpg
2845,train,792.680847,59.259876,74.708344,28.006495,data/processed/food-nutrients/images/002845.jpg
2846,test,814.930786,60.86187,79.15834,28.273495,data/processed/food-nutrients/images/002846.jpg
2847,test,94.25,6.786,18.85,1.131,data/processed/food-nutrients/images/002847.jpg
2848,train,262.625214,23.129114,21.224293,10.797179,data/processed/food-nutrients/images/002848.jpg
2849,train,321.025208,29.529112,22.744293,14.637179,data/processed/food-nutrients/images/002849.jpg
2850,train,265.190887,25.7404,3.739511,15.224232,data/processed/food-nutrients/images/002850.jpg
2851,val,290.690887,27.576401,8.83951,15.530232,data/processed/food-nutrients/images/002851.jpg
2852,train,377.425903,30.1614,25.28451,16.740232,data/processed/food-nutrients/images/002852.jpg
2853,train,296.990997,37.746067,11.249237,10.436333,data/processed/food-nutrients/images/002853.jpg
2854,val,349.583069,41.194607,20.38279,11.754175,data/processed/food-nutrients/images/002854.jpg
2855,train,453.66507,44.296608,40.116787,13.206176,data/processed/food-nutrients/images/002855.jpg
